codigo,nome,municipio,melhor_candidato,score,score_nome,score_endereco,margem,motivo
"50005804","EE PADRE FRANCO DELPIANO","Campo Grande","CRECHE ESCOLA ESPIRITA ANALIA FRANCO","0.3506","0.4706","0.2264","0.3506","abaixo do limiar ou ambíguo"
"50005820","EM PROFESSOR CARLOS HENRIQUE SCHRADER","Campo Grande","ESCOLA ESTADUAL PROF CARLOS HENRIQUE SCH","0.7664","0.9806","0.7442","0.4364","conflito de dependência administrativa"
"50005847","EM PROFESSORA HILDA DE SOUZA FERREIRA","Campo Grande","ESCOLA ESTADUAL PROFESSORA HILDA DE SOUZ","0.6202","0.7273","0.7857","0.6202","conflito de dependência administrativa"
"50005863","EE PROFª THEREZA NORONHA DE CARVALHO","Campo Grande","ESCOLA TEREZA NORONHA","0.4","0.5946","0.1205","0.4","abaixo do limiar ou ambíguo"
"50005880","EE PROF HENRIQUE CIRYLLO CORREA","Campo Grande","ESCOLA EST PROF HENRIQUE CIRYLLO CORREA","0.8018","0.9412","0.8395","0.0199","abaixo do limiar ou ambíguo"
"50005928","EE BLANCHE DOS SANTOS PEREIRA","Campo Grande","ESCOLA ESTADUAL BLANCHE S PEREIRA","0.6459","0.75","0.6957","0.2251","abaixo do limiar ou ambíguo"
"50005987","EE JOSE MAMEDE DE AQUINO","Campo Grande","","","","","","sem candidato nominal"
"50006045","EE MARIA ELIZA BOCAYUVA CORREA DA COSTA","Campo Grande","ESCOLA ESTADUAL MARIA ELIZA BOCAIUVA COR","0.6646","0.75","0.7677","0.3279","abaixo do limiar ou ambíguo"
"50006088","EE PROFª ALICE NUNES ZAMPIERE","Campo Grande","ALICE NUNES ZAMPIERE","0.6764","0.8947","0.4681","0.1776","abaixo do limiar ou ambíguo"
"50006100","EE PROF EMYGDIO CAMPOS WIDAL","Campo Grande","","","","","","sem candidato nominal"
"50006185","EE PROF ULISSES SERRA","Campo Grande","E E ULISSES SERRA","0.674","0.8462","0.5745","0.674","abaixo do limiar ou ambíguo"
"50006207","EE PROFª BRASILINA FERRAZ MANTERO","Campo Grande","ESCOLA ESTADUAL BRASILINA FERRAZ MONTEIR","0.6732","0.7391","0.8267","0.6732","abaixo do limiar ou ambíguo"
"50006290","EE ANTONIO DELFINO PEREIRA E C CULT ED TIA EVA","Campo Grande","ESCOLA ESTADUAL DELFINO PEREIRA","0.5489","0.5778","0.7333","0.5489","abaixo do limiar ou ambíguo"
"50006304","EM NICOLAU FRAGELLI","Campo Grande","ESCOLA AGRICOLA","0.3957","0.4762","0.3866","0.022","abaixo do limiar ou ambíguo"
"50006312","EE ORCIRIO THIAGO DE OLIVEIRA","Campo Grande","ESCOLA ESTADUAL ORCIRIO T DE OLIVEIRA","0.6421","0.8235","0.5057","0.2484","abaixo do limiar ou ambíguo"
"50006320","EE PROFª FAUSTA GARCIA BUENO","Campo Grande","ESCOLA ESTADUAL FAUSTA GARCIA BUENO","0.5979","0.8889","0.1798","0.2953","abaixo do limiar ou ambíguo"
"50006398","EE ARLINDO DE SAMPAIO JORGE","Campo Grande","EEPSG ARLINDO SAMPAIO JORGE","0.701","0.878","0.6024","0.701","abaixo do limiar ou ambíguo"
"50006436","EE MANOEL BONIFACIO NUNES DA CUNHA","Campo Grande","ESCOLA ESTADUAL MANOEL BONIFACIO","0.6718","0.7368","0.8267","0.6718","abaixo do limiar ou ambíguo"
"50006541","EM CEL SEBASTIAO LIMA","Campo Grande","ESCOLA ESTADUAL SEBASTIAO SANTANA DE OLI","0.4199","0.6061","0.3043","0.4199","conflito de dependência administrativa"
"50006568","EM ETALIVIO PEREIRA MARTINS","Campo Grande","ESCOLA MUNICIPAL ETALIVIO P MARTINS","0.6064","0.7429","0.561","0.2418","abaixo do limiar ou ambíguo"
"50006592","EM JOAO NEPOMUCENO","Campo Grande","","","","","","sem candidato nominal"
"50006614","EM JOSE RODRIGUES BENFICA","Campo Grande","EE JOSE BARBOSA RODRIGUES","0.3729","0.5789","0.1882","0.0001","conflito de dependência administrativa"
"50006649","EM PROFª ADAIR DE OLIVEIRA","Campo Grande","ESCOLA ESTADUAL ADAIR DE OLIVEIRA","0.7032","0.8571","0.7955","0.2716","conflito de dependência administrativa"
"50006665","EM PROFª BRIGIDA FERRAZ FOSS","Campo Grande","ESCOLA MUNICIPAL PROFESSORA ONEIDA RAMOS","0.3653","0.4706","0.2828","0.3653","abaixo do limiar ou ambíguo"
"50006681","EM PROFª ELIZABEL MARIA GOMES SALLES","Campo Grande","ESCOLA MUNICIPAL ELIZABEL MARIA GOMES","0.681","0.7727","0.7765","0.681","abaixo do limiar ou ambíguo"
"50006738","EM PROFª LEIRE PIMENTEL DE CARVALHO CORREA","Campo Grande","ESCOLA MUNICIPAL PROF LEIRE PIMENTEL DE","0.5873","0.6957","0.6","0.2084","abaixo do limiar ou ambíguo"
"50006800","EM JOAO EVANGELISTA VIEIRA DE ALMEIDA","Campo Grande","","","","","","sem candidato nominal"
"50006860","EM PROF MUCIO TEIXEIRA JR","Campo Grande","","","","","","sem candidato nominal"
"50007076","EM LEOVEGILDO DE MELO","Campo Grande","","","","","","sem candidato nominal"
"50007092","EM MAESTRO JOAO CORREA RIBEIRO","Campo Grande","ESCOLA MUNICIPAL JOAO DE PAULA RIBEIRO","0.3964","0.5263","0.2697","0.3964","abaixo do limiar ou ambíguo"
"50007149","EM ORLANDINA OLIVEIRA LIMA","Campo Grande","EM ORLANDINA OLIVEIRA LINA","0.6441","0.9091","0.3095","0.1955","abaixo do limiar ou ambíguo"
"50007181","EM PROF ANTONIO LOPES LINS","Campo Grande","ESCOLA MUNICIPAL ANTONIO LOPES LINS ANEXO","0.5796","0.7692","0.3951","0.2523","abaixo do limiar ou ambíguo"
"50007211","EM PROFª GONCALINA FAUSTINA DE OLIVEIRA","Campo Grande","ESCOLA MUNICIPAL GONCALINA FAUSTINA DE O","0.6493","0.7273","0.7632","0.205","abaixo do limiar ou ambíguo"
"50007220","EM PROF HERCULES MAYMONE","Campo Grande","ESCOLA ESTADUAL HERCULES MAYMONE","0.7131","0.875","0.7907","0.2338","conflito de dependência administrativa"
"50007238","EM PROFª LENITA DE SENA NACHIF","Campo Grande","ESCOLA MUNICIPAL PROFESSORA LENITA DE SE","0.6324","0.7333","0.6835","0.6324","abaixo do limiar ou ambíguo"
"50007270","EM PROF VIRGILIO ALVES DE CAMPOS","Campo Grande","ESCOLA ESTADUAL PROFESSOR SILVIO OLIVEIR","0.3485","0.5263","0.2198","0.3485","conflito de dependência administrativa"
"50007300","EM BERNARDO FRANCO BAIS","Campo Grande","COLEGIO SAO FRANCISCO","0.4154","0.5","0.4054","0.0165","abaixo do limiar ou ambíguo"
"50007335","EM PROFª IRACEMA DE SOUZA MENDONCA","Campo Grande","ESCOLA MUNIIPAL PROFESSORA IRACEMA DE SO","0.5016","0.5581","0.5981","0.5016","abaixo do limiar ou ambíguo"
"50007351","COLEGIO MULTIPLICANDO","Campo Grande","COLEGIO ALIANCADOS","0.4277","0.5714","0.2824","0.017","abaixo do limiar ou ambíguo"
"50007467","COLEGIO ABC DE EIEF","Campo Grande","COLEGIO ABC","0.621","0.75","0.6","0.1046","abaixo do limiar ou ambíguo"
"50007483","ESCOLA IDEAL","Campo Grande","ESCOLA REGULAR","0.5021","0.4545","0.8471","0.019","abaixo do limiar ou ambíguo"
"50007491","ESCOLA AMARELINHA YELLOW","Campo Grande","ESCOLA MAR E STEINER","0.4024","0.5405","0.2588","0.0404","abaixo do limiar ou ambíguo"
"50007505","INSTITUTO EDUCAP","Campo Grande","INSTITUTO YASSUDA","0.404","0.5517","0.2381","0.0009","abaixo do limiar ou ambíguo"
"50007530","COLEGIO BALAO MAGICO","Campo Grande","COLEGIO JOAO BATISTA","0.3901","0.5294","0.2381","0.0017","abaixo do limiar ou ambíguo"
"50007629","ESCOLA CRESCENDO EIEF","Campo Grande","CIEE CENTRO DE INTEGRACAO EMPRESA ESCOLA","0.3989","0.5","0.3421","0.0036","abaixo do limiar ou ambíguo"
"50007661","ESCOLA DE EDUCACAO INFANTIL FAZ DE CONTA E ENSINO FUNDAMENTAL NOVA GERACAO","Campo Grande","ESCOLA MM EDUCACAO INFANTIL E ENSINO FUN","0.4846","0.6526","0.3077","0.0035","abaixo do limiar ou ambíguo"
"50007688","CENTRO DE ENSINO CAMPO-GRANDENSE - CECAMP","Campo Grande","COLEGIO MILITAR DE CAMPO GRANDE","0.5012","0.6897","0.283","0.0192","abaixo do limiar ou ambíguo"
"50007734","O CASULO ESTABELECIMENTO DE ENSINO","Campo Grande","ESCOLA O CASULO","0.4636","0.5","0.5909","0.0342","abaixo do limiar ou ambíguo"
"50007742","METROPOLITANO INST DE EDUC E CULTURA","Campo Grande","EDUCACAO INFANTIL O QUINTAL METROPOLITANO","0.5331","0.5152","0.8219","0.5331","abaixo do limiar ou ambíguo"
"50007858","COLEGIO SALESIANO DOM BOSCO","Campo Grande","COLEGIO DOM BOSCO","0.6667","0.7568","0.7595","0.2161","abaixo do limiar ou ambíguo"
"50007912","COLEGIO PROF LOURIVAL MARTINS FAGUNDES","Campo Grande","CEINF MARIA DE LOURDES","0.3687","0.4762","0.2826","0.0092","abaixo do limiar ou ambíguo"
"50007998","ESCOLA DOMUS AUREA","Campo Grande","TOM MAIOR ESCOLA DE MUSICA","0.423","0.5556","0.3023","0.0362","abaixo do limiar ou ambíguo"
"50008064","ESCOLA ESPECIAL RAIO DE SOL","Campo Grande","ESCOLA COLIBRI EDUCACAO ESPECIAL","0.4135","0.5714","0.2278","0.0038","abaixo do limiar ou ambíguo"
"50008463","EE PROFª MARIA RITA DE CASSIA PONTES TEIXEIRA","Campo Grande","EE PROF MARIA DE LOURDES TOLEDO AREIAS","0.4191","0.5373","0.3306","0.0027","abaixo do limiar ou ambíguo"
"50008714","EM PROF ALDO DE QUEIROZ","Campo Grande","E E PROF SEVERINO DE QUEIROZ","0.426","0.625","0.1481","0.426","abaixo do limiar ou ambíguo"
"50009079","INST SMG CEGOS FLORIVALDO VARGAS - ISMAC","Campo Grande","","","","","","sem candidato nominal"
"50009087","NOTA 10 INTERNACIONAL - UNIDADE MAXIMA","Campo Grande","ESCOLA NOTA 10","0.4415","0.5","0.5057","0.0737","abaixo do limiar ou ambíguo"
"50009095","INSTITUTO DE EDUCACAO HARMONIA","Campo Grande","COLEGIO HARMONIA","0.5548","0.6087","0.6824","0.0846","abaixo do limiar ou ambíguo"
"50009168","ESCOLA DO SESC CAMILLO BONI","Campo Grande","ESCOLA SESI","0.4691","0.4516","0.7273","0.0571","abaixo do limiar ou ambíguo"
"50009206","ASSOCIACAO FILANTROPICA ACACIA MORENA","Campo Grande","CENTRO EDUCACIONAL ACACIA MORENA","0.5918","0.5902","0.8687","0.1849","abaixo do limiar ou ambíguo"
"50022890","INSTITUTO DE EDUC HARMONIA UNIDADE II","Campo Grande","ESCOLA HARMONIA","0.4325","0.4828","0.5122","0.0621","abaixo do limiar ou ambíguo"
"50022903","ASSOCIACAO ESCOLA CLINICA SANTA TEREZINHA","Campo Grande","ASSOCIACAO SANTA PATRICIA","0.4417","0.5769","0.3232","0.079","abaixo do limiar ou ambíguo"
"50022920","ESCOLA DE DESENVOLVIMENTO ESPECIAL JULIANO FERNANDES VARELA","Campo Grande","ESCOLA EDUCACIONAL JULIANO VARELA","0.5459","0.5185","0.8632","0.1083","abaixo do limiar ou ambíguo"
"50022938","ASEADEM- ASSOCIACAO ESPECIAL DE ATENDIMENTO AO DEFICIENTE MENTAL","Campo Grande","","","","","","sem candidato nominal"
"50022962","AMA - ASSOCIACAO DE PAIS E AMIGOS DO AUTISTA","Campo Grande","ASSOCIACAO SANTA PATRICIA","0.3791","0.5098","0.2424","0.0204","abaixo do limiar ou ambíguo"
"50022970","CAIRA - CENTRO ARCO IRIS DE REABILITACAO ALTERNATIVA","Campo Grande","MATERNA BERCARIO E EDUCACAO INFANTIL","0.3406","0.4865","0.15","0","abaixo do limiar ou ambíguo"
"50022997","EE JOSE ANTONIO PEREIRA","Campo Grande","ESCOLA ESTADUAL ADA TEIXEIRA SANTOS PEREIRA","0.3696","0.5","0.2292","0.0066","abaixo do limiar ou ambíguo"
"50023004","EE PROFª NEYDER SUELLY COSTA VIEIRA","Campo Grande","","","","","","sem candidato nominal"
"50023063","EMEI SANTA EDWIRGES","Campo Grande","CENTRO DE EDUCACAO INFANTIL SANTA EDWIRG","0.5946","0.6667","0.6972","0.5946","abaixo do limiar ou ambíguo"
"50023136","ASSOCIACAO CAMILLE FLAMMARION","Campo Grande","","","","","","sem candidato nominal"
"50023152","EM PROF LUIS ANTONIO DE SA CARVALHO","Campo Grande","ESCOLA MUNICIPAL PROF LUIZ CAVALLON","0.374","0.5128","0.2157","0.0431","abaixo do limiar ou ambíguo"
"50023195","EMEI LAR DE SHEILA","Campo Grande","CEINF LAR DE SHEILA","0.6838","0.7619","0.8132","0.6838","abaixo do limiar ou ambíguo"
"50023217","ASSOCIACAO EVANGELICA DE PROTECAO A CRIANCAS","Campo Grande","ASSOCIACAO SANTA PATRICIA","0.367","0.4912","0.24","0.367","abaixo do limiar ou ambíguo"
"50023225","EMEI SAO FRANCISCO DE ASSIS","Campo Grande","CEINF SAO FRANCISCO DE ASSIS","0.6097","0.8649","0.2826","0.0367","abaixo do limiar ou ambíguo"
"50023241","EMEI PEDACINHO DO CEU","Campo Grande","","","","","","sem candidato nominal"
"50023276","EMEI SANTA BARBARA","Campo Grande","EMEI MARTA GUARANI","0.3993","0.5333","0.2642","0.3993","abaixo do limiar ou ambíguo"
"50023284","EMEI SANTA TEREZINHA","Campo Grande","CEINF ST TEREZINHA","0.4941","0.5714","0.5376","0.0857","abaixo do limiar ou ambíguo"
"50023292","EM IRMA IRMA ZORZI","Campo Grande","","","","","","sem candidato nominal"
"50023306","EMEI PROFª CIRENE RODRIGUES LIMA","Campo Grande","ESCOLA MUNICIPAL MARIA TERESA RODRIGUES","0.4107","0.5366","0.3","0.4107","abaixo do limiar ou ambíguo"
"50023322","EMEI CORDEIRINHO DE JESUS","Campo Grande","CEINF MENINO DE JESUS DE PRAGA","0.3596","0.4889","0.2174","0.0016","abaixo do limiar ou ambíguo"
"50023330","CEI - PEQUENO PRINCIPE","Campo Grande","ESPACO PEQUENO APRENDUZ","0.3987","0.4706","0.4112","0.3987","abaixo do limiar ou ambíguo"
"50023365","EMEI PROFª ROSA MARIA RODRIGUES","Campo Grande","ESCOLA MUNICIPAL MARIA TERESA RODRIGUES","0.5144","0.7","0.3091","0.1072","abaixo do limiar ou ambíguo"
"50023381","CEI - FLAMINGOS","Campo Grande","CRECHE AMIGOS","0.4315","0.6154","0.1923","0.1106","abaixo do limiar ou ambíguo"
"50023403","EMEI ELEODES ESTEVAN","Campo Grande","ESCOLA ESTADUAL EMEI ELEODES ESTEVAN","0.76","1","0.6733","0.76","conflito de dependência administrativa"
"50023420","EMEI ANTONIO MARIO GONCALVES","Campo Grande","ESCOLA MUNICIPAL DOMINGOS GONCALVES GOME","0.3466","0.45","0.26","0.3466","abaixo do limiar ou ambíguo"
"50023438","EMEI O BOM PASTOR","Campo Grande","","","","","","sem candidato nominal"
"50023446","SOCIEDADE ASSISTENCIAL MEIMEI CASA DA CRIANCA MEIMEI","Campo Grande","","","","","","sem candidato nominal"
"50023888","ESPACO LIVRE","Campo Grande","CEI ESPACO","0.4631","0.6667","0.1915","0.0153","abaixo do limiar ou ambíguo"
"50024507","EM AGRICOLA GOV ARNALDO ESTEVAO DE FIGUEIREDO","Campo Grande","","","","","","sem candidato nominal"
"50024833","EM DES CARLOS GARCIA DE QUEIROZ","Campo Grande","E M CARLOS GARCIA DE QUIROS","0.6442","0.7895","0.5952","0.3051","abaixo do limiar ou ambíguo"
"50024990","CRECHE SANTA FE","Campo Grande","CRECHE","0.439","0.5882","0.2857","0.0087","abaixo do limiar ou ambíguo"
"50025058","ENERGIA EEIEF","Campo Grande","ESCOLA ENERGIA","0.5181","0.7059","0.3095","0.5181","abaixo do limiar ou ambíguo"
"50025120","ESC EVANGELICA PASTOR HILARIO COLOGNESI","Campo Grande","ESCOLA MUNICIPAL GERALDO CASTELO","0.3166","0.4516","0.1408","0.3166","abaixo do limiar ou ambíguo"
"50025180","ESCOLA TECNICA DO SUS PROFª ENA DE ARAUJO GALVAO","Campo Grande","ESCOLA MUNICIPAL PROFESSOR ERNESTO GARCIA DE ARAUJO","0.4271","0.5714","0.28","0.0797","abaixo do limiar ou ambíguo"
"50025716","EM PROFª IONE CATARINA GIANOTTI IGYDIO","Campo Grande","","","","","","sem candidato nominal"
"50025724","EM PROF FAUZE SCAFF GATTASS FILHO","Campo Grande","","","","","","sem candidato nominal"
"50025813","EMEI IRMA JUDITH BANDERA","Campo Grande","","","","","","sem candidato nominal"
"50025864","EMEI MARIA DE LOURDES VIEIRA CASTOLDI","Campo Grande","CEINF MARIA DE LOURDES","0.5841","0.5854","0.8506","0.177","abaixo do limiar ou ambíguo"
"50025872","EMEI OLINDA TOSHIMI NISHIO NASSU","Campo Grande","CEINF OLINDA T NISHIO NASSU","0.6167","0.7347","0.62","0.6167","abaixo do limiar ou ambíguo"
"50025880","EMEI LUCIA ANGELA DE CASTRO COSTA","Campo Grande","ASSOCIACAO SANTA PATRICIA","0.3334","0.4651","0.1731","0.3334","abaixo do limiar ou ambíguo"
"50025902","EMEI LUIZ CARLOS SOBRAL PETTENGILL","Campo Grande","CENTRO DE EDUCACAO INFANTIL LUIZ CARLOS","0.5159","0.5238","0.735","0.5159","abaixo do limiar ou ambíguo"
"50025910","EMEI ANTONIO RUSTIANO FERNANDES","Campo Grande","CENTRO DE EDUCACAO INFANTIL ANTONIO RUSSIANO FERNANDES","0.6943","0.8148","0.7273","0.6943","abaixo do limiar ou ambíguo"
"50025937","EMEI LAGEADO","Campo Grande","CEINF LAGEADO","0.6308","0.7059","0.7429","0.2635","abaixo do limiar ou ambíguo"
"50025953","EMEI FATIMA DE JESUS DINIZ SILVEIRA","Campo Grande","CEINF MENINO DE JESUS DE PRAGA","0.3212","0.4528","0.1556","0.3212","abaixo do limiar ou ambíguo"
"50025961","EMEI CLEOMAR BAPTISTA DOS SANTOS","Campo Grande","CEINF DOM ANTONIO BARBOSA","0.3866","0.5","0.2947","0.0594","abaixo do limiar ou ambíguo"
"50025970","EMEI PAULO SIUFI","Campo Grande","CENTRO DE EDUCACAO INFANIL PAUO SIUFI","0.4995","0.5833","0.5301","0.4995","abaixo do limiar ou ambíguo"
"50025988","EMEI IPIRANGA","Campo Grande","","","","","","sem candidato nominal"
"50026003","CENTRO DE EDUCACAO INFANTIL GIRASSOL","Campo Grande","CENTRO DE EDUCACAO INFANTIL","0.6406","0.8519","0.4324","0.0135","abaixo do limiar ou ambíguo"
"50026011","EMEI ATHENAS SA CARVALHO","Campo Grande","","","","","","sem candidato nominal"
"50026020","EMEI NEIDA GORDIN FREIRE","Campo Grande","","","","","","sem candidato nominal"
"50026038","EMEI JOAO GARCIA DE CARVALHO FILHO","Campo Grande","CENTRO DE EDUCACAO INFANTIL JOAO GARCIA","0.5103","0.5128","0.7397","0.5103","abaixo do limiar ou ambíguo"
"50026046","EMEI PROF OSVALDO MACIEL DE OLIVEIRA","Campo Grande","EMEI PROF LINA LEMES DE OLIVEIRA","0.445","0.6071","0.2637","0.0758","abaixo do limiar ou ambíguo"
"50026054","EMEI PIRATININGA","Campo Grande","","","","","","sem candidato nominal"
"50026070","EMEI PROFª MARIOLINA PEREIRA MENDES","Campo Grande","EMEI PROF LINA LEMES DE OLIVEIRA","0.4645","0.6182","0.3125","0.0713","abaixo do limiar ou ambíguo"
"50026089","EMEI MICHEL SCAFF","Campo Grande","","","","","","sem candidato nominal"
"50026097","EMEI MARY SADALLA SAAD","Campo Grande","CENTRO DE EDUCACAO INFANTIL MARY SADALLA SAAD","0.659","0.7778","0.68","0.659","abaixo do limiar ou ambíguo"
"50026100","EMEI PROFª MARIA JOSEFINA BEZERRA XAVIER","Campo Grande","","","","","","sem candidato nominal"
"50026119","EMEI MARCOS ROBERTO","Campo Grande","EMEI VERA ALBA CONGRO BASTOS","0.3634","0.4615","0.297","0.0091","abaixo do limiar ou ambíguo"
"50026127","EMEI PROFª MARIA ILDONEI DE LIMA PEDRA","Campo Grande","EMEI PROF ADELIA LEITE KRAWIEC","0.3486","0.4727","0.2136","0.0067","abaixo do limiar ou ambíguo"
"50026143","EMEI IBER GOMES DE SA","Campo Grande","","","","","","sem candidato nominal"
"50026151","EMEI ALBA LUCIA SPENGLER DOS SANTOS PEREIRA","Campo Grande","ESCOLA ESTADUAL ADA TEIXEIRA SANTOS PEREIRA","0.356","0.5","0.3115","0.356","conflito de dependência administrativa"
"50026178","EMEI PROFESSOR JORGE ANTONIO SIUFI","Campo Grande","CENTRO TECNICO PROFISSIONALIZANTE","0.3546","0.4545","0.28","0.3546","abaixo do limiar ou ambíguo"
"50026186","EMEI CLEBE BRAZIL FERREIRA","Campo Grande","CEINF CLEBE BRASIL FERREIRA","0.6012","0.7805","0.451","0.2457","abaixo do limiar ou ambíguo"
"50026194","EMEI PROFª THEREZINHA MANDETTA TRAD","Campo Grande","HERCULES MANDETTA","0.331","0.45","0.2","0.0359","abaixo do limiar ou ambíguo"
"50026208","EMEI ODETE TRINDADE BENITES","Campo Grande","","","","","","sem candidato nominal"
"50026216","EMEI VO FINA","Campo Grande","EMEI","0.3678","0.5","0.2222","0.0094","abaixo do limiar ou ambíguo"
"50026232","IEMS - INSTITUTO DE EDUCACAO PROFESSORA MARISA SERRANO","Campo Grande","IPOG INSTITUTO DE POS GRADUACAO","0.3623","0.4615","0.2927","0.0037","abaixo do limiar ou ambíguo"
"50026330","CORI-CENTRO DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","Campo Grande","ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTA","0.6042","0.8718","0.2449","0.0941","abaixo do limiar ou ambíguo"
"50026364","SOLETRANDO ESCOLA DE ED INFANTIL E ENSINO FUNDAMENTAL","Campo Grande","SOLETRANDO","0.5162","0.4615","0.885","0.0005","abaixo do limiar ou ambíguo"
"50026402","CENTRO EDUCACIONAL CONSTRUINDO O SABER","Campo Grande","ALFA BETA CENTRO EDUCACIONAL","0.4725","0.6316","0.3111","0.0165","abaixo do limiar ou ambíguo"
"50026429","ESCOLA DO SESI CAMPO GRANDE","Campo Grande","COLEGIO MILITAR DE CAMPO GRANDE","0.5469","0.8333","0.1163","0.0325","abaixo do limiar ou ambíguo"
"50026631","COLEGIO SAO FRANCISCO EIEFM","Campo Grande","COLEGIO SAO FRANCISCO","0.7593","0.878","0.8267","0.1081","abaixo do limiar ou ambíguo"
"50026658","CRECHE IRMA IRMA ZORZI","Campo Grande","","","","","","sem candidato nominal"
"50026720","ESCOLA CRIATIBRINCANDO DE EIEF LTDA","Campo Grande","ESCOLA CRIATIVIDADE","0.4673","0.5532","0.4783","0.1147","abaixo do limiar ou ambíguo"
"50026771","NOTA 10 - UNIDADE FELIZ IDADE","Campo Grande","ESCOLA NOTA 10","0.4729","0.5","0.6265","0.0759","abaixo do limiar ou ambíguo"
"50026895","EMEI PROFª MARLY SANT ANNA PINHEIRO","Campo Grande","ESCOLA MUNICIPAL PROFESSOR VANDERLEI ROSA","0.4119","0.45","0.5111","0.0794","abaixo do limiar ou ambíguo"
"50027166","ESCOLA MUNDO MAGICO E INSTITUTO MACHADO DE ASSIS","Campo Grande","ESCOLA DE EDUCACAO INFANTIL MUNDO MAGICO","0.3963","0.5405","0.2353","0.0195","abaixo do limiar ou ambíguo"
"50027182","ESCOLA DESPERTAR DE ENSINO FUNDAMENTAL","Campo Grande","ESCOLA DE ENSINO FUNDAMENTAL","0.5741","0.8421","0.2","0.0575","abaixo do limiar ou ambíguo"
"50027239","INSTITUTO JOAO BATISTA DE ENSINO","Campo Grande","COLEGIO JOAO BATISTA","0.5132","0.6897","0.3291","0.0013","abaixo do limiar ou ambíguo"
"50027352","EEIEF PARADIGMA","Campo Grande","ESCOLA PARADGMA","0.4167","0.6","0.172","0.4167","abaixo do limiar ou ambíguo"
"50027360","OBRAS SOCIAIS E COMUNITARIA DO AERO RANCHO","Campo Grande","","","","","","sem candidato nominal"
"50027590","COLEGIO POLI","Campo Grande","COLEGIO LICEU","0.5374","0.7619","0.25","0.0016","abaixo do limiar ou ambíguo"
"50027891","ESCOLA CARROSSEL EDUCAMP","Campo Grande","CENTRO EDUCACIONAL CARROSSEL","0.6404","0.6957","0.8041","0.0631","abaixo do limiar ou ambíguo"
"50027905","CENTRO DE EDUCACAO INFANTIL VO INEZ","Campo Grande","CENTRO DE EDUCACAO INFANTIL","0.6121","0.8846","0.2449","0.0053","abaixo do limiar ou ambíguo"
"50028022","ASSOC ESP DE APOIO A CRIANCA E AO ADOLESCENTE","Campo Grande","","","","","","sem candidato nominal"
"50028154","SESC ADMINISTRACAO REGIONAL NO ESTADO DO MATO GROSSO DO SUL","Campo Grande","UNIVERSIDADE ESTADUAL DO MATO GROSSO DO SUL","0.3875","0.5412","0.2","0.0733","abaixo do limiar ou ambíguo"
"50028227","COLEGIO VIP","Campo Grande","COLEGIO ABC","0.4797","0.6667","0.2553","0.0132","abaixo do limiar ou ambíguo"
"50028499","ASSOCIACAO CLUBE DE MAES CANTINHO DA AMIZADE","Campo Grande","ASSOCIACAO DE MAES TRABALHANDO A INCLUSA","0.4009","0.5352","0.2656","0.4009","abaixo do limiar ou ambíguo"
"50028510","COLEGIO RUI BARBOSA","Campo Grande","COLEGIO RUI BARBOSA UNIDADE CDA","0.7273","0.8571","0.7532","0.0473","abaixo do limiar ou ambíguo"
"50028537","CENTRO DE EDUCACAO PROFISSIONAL - SENAC CAMPO GRANDE","Campo Grande","SENAC MS CURSOS DE QUALIFICACAO PROFISSI","0.4724","0.4675","0.7021","0.0402","abaixo do limiar ou ambíguo"
"50028758","COLEGIO GERACAO RESULTADOS","Campo Grande","COLEGIO GERACAO 2001","0.5554","0.65","0.5862","0.1249","abaixo do limiar ou ambíguo"
"50028766","EEI TURMINHA DO PIU-PIU E EF EL - SHADAI","Campo Grande","","","","","","sem candidato nominal"
"50028782","FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE","Campo Grande","FACULDADE DE CAMPO GRANDE","0.5328","0.7368","0.2921","0.1195","abaixo do limiar ou ambíguo"
"50028847","CENTRO DE EDUCACAO INTEGRADA EIRELI","Campo Grande","CENTRO DE EDUCACAO INFANTIL","0.4923","0.6792","0.2737","0.0192","abaixo do limiar ou ambíguo"
"50028871","ESCOLA DE EDUCACAO INFANTIL SOSSEGO DA MAMAE","Campo Grande","CENTRO DE EDUCACAO INFANTIL COM PRE ESCO","0.5563","0.6","0.7089","0.0191","abaixo do limiar ou ambíguo"
"50029088","EMEI JOANA MENDES DOS SANTOS","Campo Grande","ESCOLA PLINIO MENDES DOS SANTOS","0.4775","0.6667","0.2469","0.1385","abaixo do limiar ou ambíguo"
"50029096","EMEI JARDIM CARIOCA","Campo Grande","","","","","","sem candidato nominal"
"50029100","EMEI ENGENHEIRO VALDEMIR CORREA DE RESENDE","Campo Grande","","","","","","sem candidato nominal"
"50029258","CENTRO DE ENSINO IMPACTO SS LTDA - ME","Campo Grande","COLEGIO IMPACTO","0.5543","0.6","0.7013","0.185","abaixo do limiar ou ambíguo"
"50029266","COLEGIO CBA ABC","Campo Grande","COLEGIO ABC","0.6781","0.7619","0.7912","0.0711","abaixo do limiar ou ambíguo"
"50029371","EE POLO PROFª REGINA LUCIA ANFFE NUNES BETINE","Campo Grande","","","","","","sem candidato nominal"
"50029380","EMEI PROF VALDOMIRO ALVES GONCALVES","Campo Grande","ESCOLA MUNICIPAL DOMINGOS GONCALVES GOME","0.3833","0.5231","0.2268","0.3833","abaixo do limiar ou ambíguo"
